facility_name,site_code,operator_name,operator_parent,country,metro,city,address,it_capacity_mw,colo_cages,private_cabinets,partial_cabinets,bare_metal,remote_hands,public_cloud,certifications,leaseable_signal,nearest_facilities,operator_website,facility_url,datacenters_com_url,cloudscene_url,relevance_score,relevance_reason,tags,confidence,exclude_from_outreach,scraped_at,source_url,notes
Ascenty - Hortolandia HTL1,HTL01,Ascenty Data Centers,,Brazil,Campinas,Hortolândia,R. Papa João Paulo II 4,12.0,True,True,True,False,True,False,,Yes,Ascenty Hortolandia Campus (0.12 km); Ascenty - Hortolandia HTL4 (0.18 km); Ascenty - Hortolandia HTL5 (0.18 km); Ascenty - Hortolandia HTL2 (0.18 km); Ascenty - Hortolandia HTL3 (0.27 km),https://www.datacentermap.com/visit/datacenter/r-papa-joao-paulo-ii-4/,https://www.datacentermap.com/brazil/campinas/r-papa-joao-paulo-ii-4/,,,4,Major or AI/wholesale colo operator (commercial colo) though outside a priority metro.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:14:02Z,https://www.datacentermap.com/brazil/campinas/r-papa-joao-paulo-ii-4/,"Operator HQ: Vinhedo, Sao Paulo. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Remote Hands."
Ascenty - Sumare SUM1,SUM01,Ascenty Data Centers,,Brazil,Campinas,Sumaré,"Rodovia Anhanguera s/n, Parque das Industrias (Nova Veneza)",16.0,True,True,True,False,True,False,,Yes,Ascenty Sumare Campus (0.09 km); Ascenty - Sumare SUM2 (0.1 km); Ascenty - Sumare SUM3 (0.14 km); Ascenty - Sumare SUM4 (0.15 km); Ascenty - Sumare SUM5 (0.24 km),https://www.datacentermap.com/visit/datacenter/rodovia-anhanguera-bldg-1/,https://www.datacentermap.com/brazil/campinas/rodovia-anhanguera-bldg-1/,,,4,Major or AI/wholesale colo operator (commercial colo) though outside a priority metro.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:14:10Z,https://www.datacentermap.com/brazil/campinas/rodovia-anhanguera-bldg-1/,"Operator HQ: Vinhedo, Sao Paulo. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Remote Hands."
Ascenty - Sumare SUM2,SUM02,Ascenty Data Centers,,Brazil,Campinas,Sumaré,"Rodovia Anhanguera s/n, Parque das Industrias (Nova Veneza)",24.0,True,True,True,False,True,False,,Yes,Ascenty - Sumare SUM1 (0.1 km); Ascenty Sumare Campus (0.12 km); Ascenty - Sumare SUM4 (0.14 km); Ascenty - Sumare SUM3 (0.19 km); Ascenty - Sumare SUM5 (0.21 km),https://www.datacentermap.com/visit/datacenter/rodovia-anhanguera-bldg-2/,https://www.datacentermap.com/brazil/campinas/rodovia-anhanguera-bldg-2/,,,4,Major or AI/wholesale colo operator (commercial colo) though outside a priority metro.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:14:15Z,https://www.datacentermap.com/brazil/campinas/rodovia-anhanguera-bldg-2/,"Operator HQ: Vinhedo, Sao Paulo. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Remote Hands."
Ascenty - Hortolandia HTL2,HTL02,Ascenty Data Centers,,Brazil,Campinas,Hortolândia,"Rua Papa João Paulo II, 4",,True,True,True,False,True,False,,Yes,Ascenty - Hortolandia HTL4 (0.06 km); Ascenty - Hortolandia HTL3 (0.09 km); Ascenty Hortolandia Campus (0.09 km); Ascenty - Hortolandia HTL5 (0.13 km); Ascenty - Hortolandia HTL1 (0.18 km),https://www.datacentermap.com/visit/datacenter/rua-papa-joao-paulo-ii-4-building-2/,https://www.datacentermap.com/brazil/campinas/rua-papa-joao-paulo-ii-4-building-2/,,,4,Major or AI/wholesale colo operator (commercial colo) though outside a priority metro.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:14:19Z,https://www.datacentermap.com/brazil/campinas/rua-papa-joao-paulo-ii-4-building-2/,"Operator HQ: Vinhedo, Sao Paulo. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Remote Hands."
Ascenty - Hortolandia HTL3,HTL03,Ascenty Data Centers,,Brazil,Campinas,Hortolândia,"Rua Papa João Paulo II, 4",,True,True,True,False,True,False,,Yes,Ascenty - Hortolandia HTL2 (0.09 km); Ascenty - Hortolandia HTL4 (0.11 km); Ascenty Hortolandia Campus (0.18 km); Ascenty - Hortolandia HTL5 (0.19 km); Ascenty - Hortolandia HTL6 (0.26 km),https://www.datacentermap.com/visit/datacenter/rua-papa-joao-paulo-ii-4-building-3/,https://www.datacentermap.com/brazil/campinas/rua-papa-joao-paulo-ii-4-building-3/,,,4,Major or AI/wholesale colo operator (commercial colo) though outside a priority metro.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:14:23Z,https://www.datacentermap.com/brazil/campinas/rua-papa-joao-paulo-ii-4-building-3/,"Operator HQ: Vinhedo, Sao Paulo. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Remote Hands."
Local DC Campinas,,Local DC,,Brazil,Campinas,Campinas,_within a former Banco Itau building in Campinas_,12.0,True,True,True,False,False,True,,Yes,,https://www.datacentermap.com/visit/datacenter/local-dc-campinas/,https://www.datacentermap.com/brazil/campinas/local-dc-campinas/,,,4,Major or AI/wholesale colo operator (commercial colo) though outside a priority metro.,"Colo, GovCaptive, AIMention",High,False,2026-08-07T20:13:58Z,https://www.datacentermap.com/brazil/campinas/local-dc-campinas/,"Operator HQ: , Brazil. Services offered: Cages, Private Cabinets, Partial Cabinets, Public Cloud Servers."
Scala Data Centers Campinas Campus,,Scala Data Centers,,Brazil,Campinas,Campinas,R. Guido de Camargo Penteado Sobrinho 3685,100.0,False,False,False,False,False,False,,Yes,,https://www.datacentermap.com/visit/datacenter/scala-data-centers-campinas-campus/,https://www.datacentermap.com/brazil/campinas/scala-data-centers-campinas-campus/,,,4,Major or AI/wholesale colo operator (commercial colo) though outside a priority metro.,"Wholesale, Hyperscale, MultiSiteOperator",Med,False,2026-08-07T20:14:32Z,https://www.datacentermap.com/brazil/campinas/scala-data-centers-campinas-campus/,"Operator HQ: Tamboré, Brazil."
Scala Data Centers SVCPCP02,,Scala Data Centers,,Brazil,Campinas,Campinas,_within Campinas_,,True,False,False,False,False,False,,Yes,,https://www.datacentermap.com/visit/datacenter/scala-data-centers-svcpcp02/,https://www.datacentermap.com/brazil/campinas/scala-data-centers-svcpcp02/,,,4,Major or AI/wholesale colo operator (commercial colo) though outside a priority metro.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:14:36Z,https://www.datacentermap.com/brazil/campinas/scala-data-centers-svcpcp02/,"1 sibling listing(s) share operator+address (campus). Operator HQ: Tamboré, Brazil. Services offered: Suites, Cages."
Scala Data Centers SVCPCP01,SVCPCP01,Scala Data Centers,,Brazil,Campinas,Campinas,R. Guido de Camargo Penteado Sobrinho 3685,900.0,True,True,False,False,True,False,,Yes,Scala Data Centers SVCPCP02 (0.02 miles); Scala Data Centers SVCPCP03 (0.02 miles); Scala Data Centers Campinas Campus (0.04 miles); Ascenty - Paulinia PLN1 (2.79 miles); CloudHQ GRU2 (3.32 miles),https://www.datacentermap.com/visit/datacenter/scala-svcpcp01/,https://www.datacentermap.com/brazil/campinas/scala-svcpcp01/,,,4,Major or AI/wholesale colo operator (commercial colo) though outside a priority metro.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:14:45Z,https://www.datacentermap.com/brazil/campinas/scala-svcpcp01/,"Operator HQ: Tamboré, Brazil. Services offered: Cages, Private Cabinets, Remote Hands."
Cirion CUR1,CUR1,Cirion,,Brazil,Curitiba,Curitiba,"R. do Semeador, 350",,True,True,True,True,True,True,,Yes,EVO-CTA-01 (0.12 km); NextStream Curitiba (3.53 km); Hunti CTA1 (6.26 km); Elea CTA1 (8.6 km); CWB-HN 01 (8.92 km),https://www.datacentermap.com/visit/datacenter/cirion-cur1/,https://www.datacentermap.com/brazil/curitiba/cirion-cur1/,,,4,Major or AI/wholesale colo operator (commercial colo) though outside a priority metro.,Colo,High,False,2026-08-07T20:15:45Z,https://www.datacentermap.com/brazil/curitiba/cirion-cur1/,"Operator HQ: Miami, Florida. Services offered: Suites, Cages, Private Cabinets, Partial Cabinets, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Elea CTA1,CTA1,Elea Data Centers,,Brazil,Curitiba,Curitiba,Tv. Teixeira de Freitas 73,,True,True,True,False,True,False,,Yes,CWB-HN 01 (2.81 km); Hunti CTA1 (3.98 km); Vivo Curitiba Data Center (4.21 km); Cirion CUR1 (8.6 km); EVO-CTA-01 (8.69 km),https://www.datacentermap.com/visit/datacenter/elea-digital-cta1/,https://www.datacentermap.com/brazil/curitiba/elea-digital-cta1/,,,4,Major or AI/wholesale colo operator (commercial colo) though outside a priority metro.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:15:53Z,https://www.datacentermap.com/brazil/curitiba/elea-digital-cta1/,"Operator HQ: Botafogo, Rio de Janeiro. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands."
PIX G8 Aracaju,,Megatelecom,,Brazil,Aracaju,Aracaju,"Rua Pacatuba, 254",,False,True,True,False,False,False,,Yes,Atlantic Data Center Recife 1 (389.74 km); Surfix Data Center (392.37 km); HOTlink Internet Data Center (395.7 km); Hostzone CGE1 (430.13 km); HostDime Brazil (João Pessoa) (485.67 km),https://www.datacentermap.com/visit/datacenter/pix-g8-aracaju/,https://www.datacentermap.com/brazil/aracaju/pix-g8-aracaju/,,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:10:29Z,https://www.datacentermap.com/brazil/aracaju/pix-g8-aracaju/,"Operator HQ: Barueri, Sao Paulo. Services offered: Private Cabinets, Partial Cabinets, Individual Servers."
PIX G8 Brasilia,,Megatelecom,,Brazil,Brasilia,Brasília,Setor Comercial Norte Q 6 Id,,False,True,True,False,False,False,,Yes,Engetronics Brasilia (0.54 km); Elea BSB1 (0.57 km); IDC Centro (1.33 km); NWI Datacenter Brasília SIG (2.19 km); Elea BSB2 (2.27 km),https://www.datacentermap.com/visit/datacenter/pix-g8-brasilia/,https://www.datacentermap.com/brazil/brasilia/pix-g8-brasilia/,,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:12:02Z,https://www.datacentermap.com/brazil/brasilia/pix-g8-brasilia/,"Operator HQ: Barueri, Sao Paulo. Services offered: Private Cabinets, Partial Cabinets, Individual Servers."
CloudHQ GRU1,GRU1,CloudHQ,,Brazil,Campinas,0Paulínia,Parque das Indústrias,48.0,True,True,False,False,False,False,,Yes,CloudHQ GRU2 (0.17 km); CloudHQ GRU Campus (0.26 km); CloudHQ GRU3 (0.4 km); CloudHQ GRU4 (0.63 km); CloudHQ GRU6 (0.78 km),https://www.datacentermap.com/visit/datacenter/cloudhq-gru1/,https://www.datacentermap.com/brazil/campinas/cloudhq-gru1/,,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:13:15Z,https://www.datacentermap.com/brazil/campinas/cloudhq-gru1/,"Operator HQ: Washington, District of Columbia. Services offered: Suites, Cages, Private Cabinets."
CloudHQ GRU2,GRU2,CloudHQ,,Brazil,Campinas,0Paulínia,Parque das Indústrias,48.0,True,True,False,False,False,False,,Yes,CloudHQ GRU1 (0.17 km); CloudHQ GRU Campus (0.23 km); CloudHQ GRU3 (0.31 km); CloudHQ GRU4 (0.55 km); CloudHQ GRU6 (0.72 km),https://www.datacentermap.com/visit/datacenter/cloudhq-gru2/,https://www.datacentermap.com/brazil/campinas/cloudhq-gru2/,,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:13:23Z,https://www.datacentermap.com/brazil/campinas/cloudhq-gru2/,"Operator HQ: Washington, District of Columbia. Services offered: Suites, Cages, Private Cabinets."
CloudHQ GRU3,GRU3,CloudHQ,,Brazil,Campinas,0Paulínia,Parque das Indústrias,48.0,True,True,False,False,False,False,,Yes,CloudHQ GRU Campus (0.16 km); CloudHQ GRU4 (0.24 km); CloudHQ GRU2 (0.31 km); CloudHQ GRU1 (0.4 km); CloudHQ GRU6 (0.42 km),https://www.datacentermap.com/visit/datacenter/cloudhq-gru3/,https://www.datacentermap.com/brazil/campinas/cloudhq-gru3/,,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:13:32Z,https://www.datacentermap.com/brazil/campinas/cloudhq-gru3/,"Operator HQ: Washington, District of Columbia. Services offered: Suites, Cages, Private Cabinets."
Constel Cascavel Centro,,Constel Tecnologia,,Brazil,Cascavel,Cascavel,"Rua Minas Gerais, 1932 - Centro",,True,True,True,True,True,True,,Yes,Constel Cascavel Country (1.27 km); MiniDC MCR1 (74.48 km); Penguin Data Center (131.67 km); HIVE Paraguay 1.0 (168.52 km); RGK4IT Data Center (227.78 km),https://www.datacentermap.com/visit/datacenter/constel-tecnologia-minas/,https://www.datacentermap.com/brazil/cascavel/constel-tecnologia-minas/,,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:15:32Z,https://www.datacentermap.com/brazil/cascavel/constel-tecnologia-minas/,"Operator HQ: CASCAVEL, Parana. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Constel Cascavel Country,,Constel Tecnologia,,Brazil,Cascavel,Cascavel,"Rua Pará, 812 - Country",,True,True,True,True,True,True,,Yes,Constel Cascavel Centro (1.27 km); MiniDC MCR1 (74.62 km); Penguin Data Center (132.77 km); HIVE Paraguay 1.0 (169.64 km); RGK4IT Data Center (226.51 km),https://www.datacentermap.com/visit/datacenter/constel-tecnologia-para/,https://www.datacentermap.com/brazil/cascavel/constel-tecnologia-para/,,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",High,False,2026-08-07T20:15:36Z,https://www.datacentermap.com/brazil/cascavel/constel-tecnologia-para/,"Operator HQ: CASCAVEL, Parana. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Contato Data Center,,Contato Data Center,,Brazil,Ararangu,52Araranguá,"Rua Doutor Américo Cavalcante Rabello, 241",,True,True,True,True,True,True,,Yes,Teccloud Campo Bom (170.67 km); Parks Data Center Cachoeirinha (190.91 km); Quântico Data Center (190.94 km); Tecto TPOA1 (196.06 km); Maila Networks - DC2 (199.03 km),https://www.datacentermap.com/visit/datacenter/contato-cloud/,https://www.datacentermap.com/brazil/ararangu/contato-cloud/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:10:33Z,https://www.datacentermap.com/brazil/ararangu/contato-cloud/,"Operator HQ: Santa Catarina, Santa Catarina. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Century CEM-DC01,,Century Telecom LTDA,,Brazil,Belo Horizonte,90Contagem,"José Permínio da Silva st., 80",,True,True,True,True,True,True,,Yes,Sonda Ativas (5.39 km); VSP Solution Belo Horizonte (11.59 km); Master da Web (14.42 km); GOX DATA CENTER LTDA (56.1 km); NETWISE EMPRESAS (153.53 km),https://www.datacentermap.com/visit/datacenter/century-cem-dc01/,https://www.datacentermap.com/brazil/belo-horizonte/century-cem-dc01/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:10:46Z,https://www.datacentermap.com/brazil/belo-horizonte/century-cem-dc01/,"Operator HQ: Belo Horizonte, Minas Gerais. Services offered: Cages, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Master da Web,,Master da Web,,Brazil,Belo Horizonte,50Belo Horizonte,Rua Pirapetinga 196,,False,True,True,True,True,True,,Yes,VSP Solution Belo Horizonte (4.22 km); Sonda Ativas (9.16 km); Century CEM-DC01 (14.42 km); GOX DATA CENTER LTDA (69.76 km); NETWISE EMPRESAS (167.77 km),https://www.datacentermap.com/visit/datacenter/master-da-web/,https://www.datacentermap.com/brazil/belo-horizonte/master-da-web/,,,2,Small/standalone commercial colo outside priority metros.,Colo,High,False,2026-08-07T20:10:55Z,https://www.datacentermap.com/brazil/belo-horizonte/master-da-web/,"Operator HQ: Belo Horizonte, Minas Gerais. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
